Step,harvest_original_cbam_causal - SW_ep_rew_total,harvest_original_cbam_causal - SW_ep_rew_total__MIN,harvest_original_cbam_causal - SW_ep_rew_total__MAX
64000,-4053.8996954742951857,-4055.3026450771189957,-4011.6995674088138912
128000,-3376.8477821563665202,-3381.6105742358017778,-3415.0237702234735480
192000,-2603.1283295989674116,-2556.9323952533554802,-2558.3338677080305388
256000,-2014.1318076719198871,-2018.3726896358748490,-2017.8484860028013372
320000,-1509.7082880903428759,-1462.8151975691603184,-1510.1085495078209533
384000,-1105.1255010335930820,-1073.7384845971657796,-1069.0682284009624254
448000,-779.5267065884875137,-782.7157963477936846,-781.9284182393579385
512000,-516.6781749685137584,-550.4520579043413591,-548.8470590660515427
576000,-367.7814481735339314,-391.6491289450313502,-391.6709859719572933
640000,-218.1759663400071361,-176.6305076661486737,-221.3617203934236954
704000,-60.0007781217765483,-102.2013526956581728,-60.4033539290562373
768000,-65.8237860008321576,-33.4289245163710262,-57.8494003330126318
832000,-35.5036547379452472,-75.8807033196978296,-77.8781609676142921
896000,39.0014783090854635,84.3122498320788054,38.1597522507678732
960000,118.1659514253068011,162.8383078472903094,119.3897174450313088
1024000,206.5674667096028827,211.2923747785671367,167.3372463135259522
1088000,255.7582114289726007,218.6458283716603717,256.3153035987070893
1152000,251.9827458856294129,289.5258301184581455,288.7766976889776629
1216000,337.1942855605808518,302.6377827523070891,297.5250343042568488
1280000,377.5175773889217226,377.3872515736567834,344.9091339776682617
1344000,401.9799449427555373,376.4745807445220294,376.9636855345862614
1408000,438.0636758166200480,435.3378637504434892,401.9672487841644966
1472000,455.5550119354761023,420.4518492858173317,457.5944219598616769
1536000,468.1682418433969133,445.9347947987545240,467.8626847949518606
1600000,493.1816148848998864,461.0251508986315798,493.1621873995937904
1664000,474.5834439241004929,474.5727702279689879,508.5904095809033265
1728000,533.5972574130419162,494.2381893112582247,538.8784722208336007
1792000,520.5420444658990391,547.0943428987966399,517.0388680533563956
1856000,556.1615213181595436,531.5628767832641870,556.3332179721463717
1920000,526.6276939308393139,565.0444829043068466,526.8087730306416461
1984000,560.0948089013637627,528.1637557927266471,560.0775902045246539
2048000,545.0552926123120869,542.1166774533837724,542.9630824651837884
2112000,590.0425604881771733,582.7056454586578411,543.4294216290450095
2176000,580.1033169677050410,579.1635400312316051,534.7770029697019254
2240000,554.0212416403982161,547.9221144281056013,594.7883908375929423
2304000,601.7859017046758936,552.2137688752659415,594.5099295150049556
2368000,564.0088334666941137,600.4639039132783864,565.5528025517464812
2432000,575.8370735445404307,569.0732560800488500,614.8666634922578851
2496000,574.1514421637270971,573.7136975860865959,573.8805328218836621
2560000,621.8913495440315273,575.8450494543675404,579.3209661383997400
2624000,620.2517159342946798,579.3446502084709664,627.3169678471455200
2688000,620.8612014964929813,622.7876821289720510,580.7195903244078181
2752000,606.4859249898867120,606.1719013877751649,609.8022856059999413
2816000,615.4976958858044327,567.7771612743133574,567.8613190636179979
2880000,628.5756542870428802,593.5234516726106904,632.2251502453522107
2944000,640.8343992437386305,602.5892058508045466,601.3846439081522703
3008000,615.2146186780022390,640.6412476712325770,611.7844941066821320
3072000,580.3276695596225636,622.9097670182379716,585.0022200715158078
3136000,623.6207377368551761,583.1537638532254277,584.4234865599796649
3200000,611.8607657236088926,612.2878478452826130,648.7444250813406370
3264000,605.6497077339749922,606.0939907008898899,638.6322296704677228
3328000,633.8979271575462917,602.7842784041602044,633.2402375713004403
3392000,603.7697507822231273,603.3911258198354517,605.1249143137604278
3456000,607.4531860693554108,637.7352558328310579,642.2431087886914156
3520000,607.5077143559429942,647.6876307663319494,645.7108956597018050
3584000,610.0732730703622337,650.2074882729710907,648.3054411024966157
3648000,606.1843024851962127,644.6048657140624982,650.1769542976204548
3712000,614.6599463360337268,646.8957726497998237,618.3411104461733885
3776000,630.2539020731123856,629.8986395077945417,630.0774420628653161
3840000,594.7347672201988189,595.2091037218914380,635.3867594197051858
3904000,640.7545930234061871,643.1595871404623495,639.0357694748929589
3968000,605.0162823195315696,643.8092421692514336,640.4682079158111492
4032000,618.4849072772885847,612.9187365596017116,659.6059790880218543
4096000,655.0134924108953101,611.2429062790598664,659.8286071763728842
4160000,636.7632725730601351,638.2722738958601667,638.2815708802323797
4224000,601.1459077601692798,628.4503090413857080,601.0420446101143170
4288000,608.4993502858527563,645.0673987670193128,645.1777017256011959
4352000,646.5179739486017070,646.4367380297034060,609.3756326056175112
4416000,609.3695422687012524,649.3140462456663045,648.8792510410204386
4480000,632.7999728219964481,604.0717031518440763,635.9877378358318083
4544000,630.0409633801772316,629.6053806636355148,596.6181464670908099
4608000,631.9341127902499693,596.1123453674366601,596.1151448677256894
4672000,602.8696598247925067,602.6983456596969972,631.3916882106398134
4736000,632.3902595730327221,598.3109777615926532,631.6777778991898913
4800000,639.7034937125386023,593.5470883868231340,589.3418050928471530
4864000,622.1213719718747370,646.7501554005388016,622.1521353521053470
4928000,605.8154906104163047,607.5926988494547913,651.0251336369900628
4992000,647.2060114899067003,605.9296004946360199,602.9675620810967303
5056000,653.1016274881853860,612.5666458039117970,652.3985210819736267
5120000,641.7173471826176865,604.9330846578779983,605.6211151683000935
5184000,649.1771776156612077,649.1731901868224668,623.7191091006480974
5248000,625.0341209154755688,669.3057227398497844,623.6727904321809319
5312000,628.1501792464245000,657.3565076628890438,628.1869631683227908
5376000,651.0228635837466982,652.4812973768702022,608.9617505759664482
5440000,667.3656844637422410,628.1960236602146779,668.8746394366753520
5504000,662.7163441885993507,663.2478391724433777,663.5903897301573124
5568000,619.9820296045412533,618.7570794393749338,618.7838816993654518
5632000,654.7965121990212083,650.8548182053967821,649.7543405157642837
5696000,655.6384262220533401,663.6423604304076207,656.7154202701258328
5760000,620.5249691763391411,620.6951096466937088,648.7870626217738845
5824000,652.6304212262499505,604.8851371517181406,647.4079903667314966
5888000,608.5800311050752498,610.3622598606518750,612.7515566309700716
5952000,652.6899896434316588,653.0555131726704303,625.4605798414554556
6016000,610.1871760458137715,646.5830498191691049,610.3488383182569805
6080000,632.3000103552441260,628.3024155981397598,629.9812831399501647
6144000,627.1031630405672104,668.5845633952430944,672.4715653374494195
6208000,620.5396134664573538,608.0325055894293200,618.8246936471058461
6272000,652.2117523264031433,652.3648672768451888,621.6724085121435337
6336000,616.8007688475655641,650.0199401168517852,612.3551912374302901
6400000,658.6229946123676200,610.4441418770859400,620.6149853409768866
6464000,618.1339273210529655,658.9495481726384014,618.1756169379186758
6528000,660.6471894347863554,623.0389688486133082,624.2475154562598618
6592000,651.9759895067514890,625.9976374643298414,652.2904503056971635
6656000,618.6214090740897973,621.2275857615404675,615.7019781222800248
6720000,613.1563644068894519,615.0267907316975879,613.2491442645504094
6784000,610.3033228662732199,610.0572668189320211,610.3045835461559818
6848000,606.2905325166926787,643.4065885453854889,641.9646573263173650
6912000,626.7793168156408683,651.2342495618100884,627.2936338652858694
6976000,654.8582320741594458,661.4811191177185492,609.9929060241554453
7040000,662.4618625105076717,665.0135426067232629,625.3128754421657050
7104000,619.1556458919264969,622.0577481039657641,621.6225924112180792
7168000,669.8706504048748229,673.9997729225736975,669.7396354985907010
7232000,626.4009797934464814,626.5040285732574148,626.8111361911032873
7296000,663.2223214584556672,667.7562812333712827,663.9654135379038280
7360000,659.1551184629322506,665.0806644260528628,634.2176922095734426
7424000,624.4747284916466015,661.2879952471298566,660.5908350384053165
7488000,676.9255230495316482,672.7156026549411081,676.2007828039052129
7552000,620.7542128991954087,620.9595571282931132,623.2233982231061873
7616000,615.2113989845975084,659.6909074318392641,656.2551811280695802
7680000,623.7614512126929185,656.4398937374724028,657.7670611204728175
7744000,657.9008598217429835,620.6298158467553776,628.7797841033885788
7808000,660.0514040275099887,626.1658080108072681,660.2552295674497600
7872000,624.4307308359027502,622.4267325238347439,620.6177691587442951
7936000,651.8655131860741676,625.6277588409152486,652.3182925091255129
8000000,605.9722213061453431,646.9500875474291206,607.1063387039197323
8064000,620.1229730196449736,619.3940657673340411,661.2327633249816472
8128000,631.3813235769557650,659.4459318432668624,658.9097170880100975
8192000,643.9816341893282470,617.8320326861515923,644.6916399030587854
8256000,634.2741809523882921,665.2901110545717529,666.4954430875809521
8320000,624.0598670438427007,617.0660687629697350,668.2933647360910072
8384000,654.0831859029011639,653.3975626326533757,623.6407903868235962
8448000,625.4792627138905345,669.5329248680528735,675.9076663729731536
8512000,628.4897051682110032,660.8925257586486168,628.5663813572348317
8576000,618.9637516193085958,619.2999556658941174,653.0467709123345230
8640000,622.6465014536330500,646.0878019182764547,646.0948059907884726
8704000,662.9092974130545599,631.6987881721552185,631.7442982385284722
8768000,668.3232421268510279,668.4680591921298856,669.3189180809182517
8832000,685.9537159952313914,645.1770202947726602,644.0357884048005417
8896000,622.4103494014738089,670.6724638829008427,673.0390663635787405
8960000,646.2923389696949243,649.8796092590678199,648.7656444216154341
9024000,645.7320683832826944,650.0532206536560125,651.5373491972495685
9088000,655.6675997038928472,613.4397930468436471,615.4285498165078252
9152000,614.5215206406180641,654.8212437606320009,653.6986568934649995
9216000,643.2542388055269384,646.2753639533719934,637.4687595823037327
9280000,647.3321404710713978,643.5247013050146734,645.8278696980846689
9344000,653.6628917722752021,625.8666233049235643,656.7983118830370586
9408000,654.8499159256519988,655.5839422678362780,617.8111240736359377
9472000,661.9804160741597343,660.9357949198416691,619.0897407267635799
9536000,638.7663962168323906,638.9004077397535184,673.9611150204382284
9600000,642.4948932290625407,672.3075485400486286,643.6435358232621411
9664000,657.5834852460566253,627.4774499714121703,628.6515908881093537
9728000,664.2471795519779789,621.9062910564368849,620.8335205491741817
9792000,665.6525676912373228,627.5559105332956733,670.4301848671568678
9856000,661.1435393679566914,661.2909180161890390,626.4589492528656365
9920000,654.3314596462779491,649.6548594035698443,646.2875754169851916
9984000,611.3111174964069505,615.8858688727556228,618.4652226971477376
10048000,670.2189099449713012,628.9422760847088512,629.7470908467241770
10112000,656.1351512191150732,650.5399149522542075,654.5593888785043646
10176000,623.9521007886412463,654.5879478888182348,617.0761075523674890
10240000,650.5755906153033266,619.7688954734434219,650.7241525889603508
10304000,666.2762363599373430,665.9132955888562719,634.9358061238049231
10368000,635.7231183917303952,676.0939917887801585,635.1712689544000341
10432000,623.3210482953661540,624.7803346606099240,664.3399391090709969
10496000,665.4807870270359444,634.3642024320820383,635.1818460421076225
10560000,658.9990044603758861,659.0720538031187061,619.2046561214724534
10624000,651.8356352150364046,612.0655176610197259,614.5849404743219111
10688000,659.9980603713811433,656.6100454100866273,616.6816774145036106
10752000,608.8112117775662000,644.0510054632306947,645.2902238783972280
10816000,656.6901529232592338,605.0579643097986491,653.5095921660179101
10880000,618.2994717857753812,656.0795659839493510,656.5217536138918604
10944000,627.0404851342990469,660.4370876901351721,663.6724851632184254
11008000,657.0020215865880573,627.8969413621582589,627.8702403635380733
11072000,655.6300930430080598,630.6168755894282185,630.5363566998353235
11136000,616.4584157003090468,616.6874185682648886,657.6699942543282305
11200000,639.8525816068107588,643.9308403684668747,597.5773050087115053
11264000,614.7855655277481901,607.5546967835065288,652.3160964379901543
11328000,645.4465734185826022,647.8479593205587435,622.2641718014272101
11392000,608.2133527892156053,654.9800813208626096,654.0888054727307690
11456000,608.7489991258734108,648.9322598459966684,649.9024072368428051
11520000,658.1109454267144656,623.2304740990133496,658.6954765403622787
11584000,631.8738408554063426,631.6312002250718933,655.0286337381977546
11648000,667.2183491222987186,621.2823636695405867,657.2410757410580118
11712000,623.3837703503919556,660.4223156010347111,659.5753755517408763
11776000,650.1373449277931513,654.7769787708524518,617.5373375647426428
11840000,649.2705005095453998,648.3904421850104427,650.1930294081246302
11904000,621.7928160597525675,617.8061707035111567,649.6495815909142948
11968000,617.0823071650409020,614.6797790278696993,618.4725331591487247
12032000,638.3073848538469974,663.2980150726141346,638.3059346007853492
12096000,616.0435050258488445,619.3231185571127071,620.3180235082452327
12160000,640.2431108238591833,638.8752964037233824,594.4731019883281533
12224000,640.3466445133374236,640.6846922440671506,640.8699997021412855
12288000,607.6062323204529321,646.3223514358121520,611.0627310348553465
12352000,615.3132416147698223,647.7392902530572201,643.7585942394607628
12416000,669.2997927351112821,623.0889598509369307,663.0139399538425096
12480000,624.5893049005708235,621.2705346811545724,669.9849286779252679
12544000,622.9486378881000519,622.8825649504209423,649.5618609198769491
12608000,671.5245698520903943,670.4618459499268965,625.0397023561231435
12672000,633.6221603419423900,628.9834943880235869,669.8120649994173164
