Step,harvest_original_cbam_causal - SW_ep_rew_total,harvest_original_cbam_causal - SW_ep_rew_total__MIN,harvest_original_cbam_causal - SW_ep_rew_total__MAX
64000,-4038.4372540374229175,-4027.5631675684712718,-4038.2290071773059026
128000,-3391.3190286869430565,-3391.5978487709826368,-3403.5402718608365831
192000,-2574.9801349507565646,-2574.7012622367356016,-2586.7593228877672118
256000,-2008.1449623374433031,-2007.7856221283850573,-1995.4265452256693152
320000,-1482.0237523431480895,-1494.0647935473318739,-1493.9877063544054181
384000,-1083.2247003643208245,-1083.2786744936720424,-1095.2687946294943231
448000,-753.4665231003388044,-753.5561491866825463,-763.9531268425765802
512000,-538.6644315675528105,-539.1043383638168507,-538.6423818809522572
576000,-374.2598046131997194,-374.2600174116811900,-385.1641400742985866
640000,-206.1662563027311990,-194.4794795124861366,-194.7775189515383261
704000,-89.4336182871966230,-76.6247461256292581,-76.7995988987274814
768000,-41.0506862254524165,-41.0759250639934095,-41.1288484797436240
832000,-50.8464229729128334,-50.2988155995649109,-62.4129331779856500
896000,55.1737293418292083,55.0373928490287696,54.6066822781116201
960000,136.9038801338729172,137.0011505229494446,136.7367972440241601
1024000,176.9213222941167771,176.9899944893066959,176.8608834092750328
1088000,230.3890349062152438,243.8932082389040659,230.5728861176907003
1152000,277.7313633769487069,265.8832887606883446,277.8864787565113375
1216000,323.8624161528800300,313.2421721731998900,313.0056067677118676
1280000,354.0153708716762253,367.2076485305074129,366.6109942872640204
1344000,383.2097655911766765,382.9198100426961560,383.0211493568431251
1408000,414.6599535275365156,425.7862077714567022,426.5623768452553009
1472000,447.3163088403472898,447.2516626519029046,434.9480545401045219
1536000,463.0363817117299163,451.3130435321955929,450.6976350330028254
1600000,483.3188618974731412,472.0966188351873143,483.4428555604400231
1664000,485.9347644386750176,485.9246945589302413,485.9380074539229781
1728000,511.3100298147169269,524.0889507598384398,523.7162141185651762
1792000,539.4823555003805495,539.6375233486281786,528.4253996100806035
1856000,536.2722211462465793,549.5284535695906243,548.9218864003491944
1920000,551.9000814594522808,539.7781082031989399,552.1867925394019494
1984000,538.4267912073017897,538.4256076478128534,538.5803782647728895
2048000,568.5728660633931213,568.4641656928264410,556.9385085819183132
2112000,573.1084294977218860,572.9788914540637279,572.5275139186896922
2176000,551.9994706274170539,563.2239878696508413,563.6067086032991256
2240000,576.9650276761269652,576.9440662342303767,576.9259645194157429
2304000,584.8876778889377874,584.7088887626522364,574.0605300607445542
2368000,586.8009421037646689,587.3546434505849447,574.6364067093444419
2432000,596.2770014315402705,596.2590233245173295,584.6199838478377160
2496000,587.6994141215141099,587.8178114788162247,587.7741148492947332
2560000,591.5096101011652081,592.1374079820826637,591.7657974106941765
2624000,606.6754229921457409,606.4644793740711748,595.0314840083830177
2688000,593.6820687623094273,593.4764261176619584,593.5693395833308159
2752000,580.6594027749817997,580.5647252470005242,580.5989232054803324
2816000,599.4825020948969723,599.4993424222549265,588.0146980995120884
2880000,606.6451679570390070,617.6142158363081762,617.5391153890739133
2944000,615.4618231867530085,626.6909132800681164,615.5145208562895505
3008000,633.1624183642539947,633.0823218985186713,632.9340619885736032
3072000,598.7065306874435464,611.1532537356521289,610.7648669077533441
3136000,599.1269166809523767,598.5947054601539321,609.8691530470666748
3200000,636.1293620436871379,625.1666188821596961,635.9755321649768121
3264000,616.0247385023587867,615.5897933953087886,627.4512070709466798
3328000,610.9190159388251686,621.6236824487619970,610.7427886638433847
3392000,622.2970354584711004,609.4172890302629639,609.8151001454451716
3456000,618.5730314433653803,618.0129364284565554,618.3744790418431876
3520000,634.8417051357569107,622.4673570989858717,622.8592299966103383
3584000,620.9740299596276145,633.2494707311229831,621.0225688292500763
3648000,632.1935221770911539,620.9027982317259102,620.8783269324559342
3712000,639.2225429798050982,639.4373603022211228,626.7535269488535050
3776000,606.2663981333806760,618.3315100194097340,606.0656842234815258
3840000,620.2996511309730749,609.0476530242257240,609.2474617573019486
3904000,619.5480651707044899,631.2797785606379648,631.1566670823061713
3968000,618.4424856048569836,618.6525010716718498,618.3037291189883717
4032000,630.9427071001795184,631.7536085208915893,642.8496374165125644
4096000,625.3625993347353642,625.7685675056338823,625.9476617198827171
4160000,623.5419945478320187,610.6918977742872130,623.5033405488936751
4224000,620.1845616550002660,609.2957788341549303,620.4172918745535981
4288000,632.1475372107340718,632.6567773281277596,620.7379748936658643
4352000,636.6543090856253002,636.5236885853312288,636.6991849450887457
4416000,624.6876531944752742,636.2766761682573815,636.3675364999772910
4480000,611.0252155255275284,623.5156039894253581,610.9608396660422613
4544000,619.5536554156304874,619.4146329458616265,619.5684810218622260
4608000,619.4067992722142435,619.8993045779924387,608.7286852239785730
4672000,610.9092601498293789,621.7396369606902908,610.0305632154693285
4736000,619.0183459993767201,619.1137476868095746,618.9373074078954460
4800000,611.0161701601003870,624.0169854179764570,624.4689318841575414
4864000,639.8740906502318921,639.7459170505466091,639.8353244054330844
4928000,633.2503634820501475,633.2901596521710417,622.8017357045706603
4992000,617.2728132684095499,617.2314419806806427,629.5124535592390203
5056000,625.6501258213418168,626.3626846216949389,626.1391403005284246
5120000,629.2578707495613344,629.5244633166000767,629.3784274631032076
5184000,643.6631484437128847,643.2719875766268842,631.0531024325375711
5248000,654.3032976463889554,641.7122083168198969,654.4086908712370132
5312000,637.0859406745292972,648.3969442995971804,637.0970114539115912
5376000,625.0305741610435462,624.7282047876285560,637.2653855132790568
5440000,642.1470465518121955,653.6502814268659449,653.7382496857018168
5504000,638.1008585904596657,637.4574591447194507,649.5188534452245221
5568000,642.1219529594952746,630.3311257893303718,641.8231453705136573
5632000,637.4999331495639581,625.8807927267799869,626.0002052676987887
5696000,645.0819373526347817,645.0565294911335741,634.2263246951702058
5760000,630.6433309969290804,630.7112960524495975,641.2610756601711728
5824000,621.4438420315117355,632.7392324266414789,633.2601036990758985
5888000,621.2844291349626928,621.2846385318057401,632.0359162106572057
5952000,632.2455130680888260,644.1034142394760238,632.8241548062346737
6016000,634.2438441990613001,634.1252679803956198,622.6564783298608745
6080000,655.6026236080606395,644.2562730007745131,655.6119856192917723
6144000,642.4887943403894042,653.9450845495921385,653.9070033926717542
6208000,630.2052038366721263,630.3961661913851913,629.9217720412731296
6272000,642.1190103751829383,642.2023976903362836,642.0978197317053855
6336000,642.0445042099073589,641.8583312540499719,642.1294176975803794
6400000,629.1573730471602630,629.5936843151021094,629.2535094477561870
6464000,647.6627096000144093,637.1835127548840774,637.0560511393049410
6528000,636.3916770663518037,636.3550732249325392,636.3883581720374423
6592000,631.1552661018569097,643.2486324427632098,643.7376393325481558
6656000,629.6208822056945564,641.5211340295007858,629.6107091675821721
