Step,cleanup_cbamsvo - SW_ep_rew_total,cleanup_cbamsvo - SW_ep_rew_total__MIN,cleanup_cbamsvo - SW_ep_rew_total__MAX
64000,-4939.4909802858755938,-4861.8949984703131122,-4863.7502484680553607
128000,-4663.7773716812143903,-4657.4187360960013393,-4570.8920741378915409
192000,-3879.4345347941743967,-3948.7194846479378612,-3944.5205569036543238
256000,-3643.0483126076819644,-3723.0455331091457083,-3725.4348797503398600
320000,-3394.8485183489851806,-3392.9615656830287662,-3400.9402628733237179
384000,-2702.7616452552001647,-2617.1752364898261476,-2614.6819745679345033
448000,-2185.3652980787073830,-2101.7757861013883485,-2101.7989914739232518
512000,-1926.9000449535394637,-1927.3467915186117807,-1930.5264838183782103
576000,-1616.9783322071771181,-1605.7500984716341463,-1609.6633473862048049
640000,-1214.1453795535362588,-1296.1977147386417073,-1296.9448738677431265
704000,-1068.8400027842017153,-1158.1274749874444296,-1069.2762516480634076
768000,-1100.8685207177304619,-1014.3516944767793575,-1011.0141317913623880
832000,-917.1707774388528378,-918.0862855761856736,-914.6550556273365373
896000,-664.0667128739944474,-742.7407119285994668,-664.6451682938439944
960000,-620.8294360108204728,-619.8192768265915902,-529.7862148222462793
1024000,-530.2989873963681475,-530.6787699172155044,-530.2824896717334013
1088000,-644.3542756521557067,-582.1355310646213184,-648.0985277011011476
1152000,-584.8606052754971643,-581.9119652802697829,-583.0874266597597853
1216000,-406.9682978300713216,-411.9632166818427095,-502.5115675369598875
1280000,-379.4494670793575324,-380.9184057915856556,-377.1537835119503370
1344000,-403.3828940564893628,-402.1478170881936762,-327.7319541050906082
1408000,-327.8518837876007979,-252.4581960586133391,-329.2643509126456820
1472000,-263.8644132266432507,-357.5150563032576656,-259.9655871392149038
1536000,-364.4401642111899946,-364.4768672577760071,-364.5612077180353481
1600000,-246.5397213249443666,-249.7507478757612489,-239.9924846266699490
1664000,-289.3803279162726767,-202.8575864218201730,-202.9917725773431414
1728000,-260.2587467444392360,-264.2358601934539024,-256.6623857608529420
1792000,-232.8145576567049204,-152.5617750438536291,-148.6238966867999522
1856000,-218.9039351759703891,-134.7499610052936418,-217.3191997832193181
1920000,-100.2929213449470183,-168.2765242125491341,-168.1610655557355187
1984000,-146.2125727844573362,-74.0321143791545637,-146.5882791552865285
2048000,-70.3785071908505842,-70.3819701250572507,-133.5614583150666590
2112000,-125.4935371739891536,-43.8527852705674022,-126.1966040360299530
2176000,-110.9609133897522355,-110.4790507925677048,-34.6483221809099575
2240000,-103.9802855515261086,-23.0790870485605666,-24.0611631223970903
2304000,-101.3021102622421949,-105.7897497683331096,-18.8480604928198900
2368000,-8.8087168917588485,-8.0168618518152357,-95.8080816825714265
2432000,-2.0414398189334833,-83.2744709716652380,-4.1250578390589538
2496000,-73.7206882766765261,7.5993782687697475,-73.5348738518198104
2560000,-72.0558502353770081,-64.8535217751569633,7.3559510025633017
2624000,20.8843595905008002,13.3519379945035439,15.4692311979324089
2688000,-51.6959749407238291,14.2183429013771772,-51.4398360770616492
2752000,38.2446510107900579,-52.1835430619755201,-57.0650948703808396
2816000,-45.3314112937357407,34.4864688458525492,-45.3123085942972423
2880000,47.9498454570214108,-35.4200754933451520,-40.2800464291971423
2944000,-39.7405256035356942,-36.9921606740294919,-31.9742194628880085
3008000,46.9303225398589205,47.7496323728403667,46.6072873097227713
3072000,39.7977459056790224,-31.8345389658820537,-41.6314703468134510
3136000,-42.8708679386908642,50.3825151408352596,-38.7683116744311249
3200000,-32.3418508502766500,51.3591084631582646,51.3481326386692487
3264000,52.6028441320930611,50.5607029272392765,-36.1232265107805617
3328000,-33.2778458026199289,66.6495946319942050,62.2468464032976740
3392000,-26.4961652034470632,-25.8404358071355205,52.3651694186967660
3456000,-16.8281448913741585,55.3049823767786677,57.0752337217025456
3520000,60.9914674596790576,61.7541829932494792,58.1518115903213726
3584000,-23.8590711012781185,-22.6153708012974874,55.6924238669867862
3648000,58.6299505048382557,55.3699032958551669,57.7394746107315555
3712000,-27.5022114960377593,-21.5356973532834672,-20.3200081360472780
3776000,72.1554214867060750,71.9198656199017989,69.1928052881778228
3840000,70.4547277169780273,73.3774198617559250,71.3186644121336286
3904000,-10.5411944972035840,-10.3644867107136420,60.9075254643771231
3968000,-13.8885174645719331,63.3418809524640594,66.3519997082877921
4032000,66.8203882115707017,-21.7127598269656943,69.0280825744637525
4096000,66.1491223150584347,-11.9716676426851052,66.1543671650954366
4160000,78.1046398543879263,67.7746085692348856,69.5089208354847017
4224000,-4.5905140817981689,-18.8819787395490550,-8.4867526021188198
4288000,-10.2029281801493497,80.2475707089660659,74.6761359731754908
4352000,-13.8861155316375715,74.0137988430622329,66.8932823317789627
4416000,-6.1990187742493816,-7.7146597985898566,-8.9623660603920214
4480000,-3.8397775318601362,68.1069491359373274,-3.5187750796295632
4544000,71.9808724226077175,-8.2030543174706523,-4.7533919355055616
4608000,-3.5894900932338061,-1.6803685118462184,-1.3710150367091174
4672000,-2.2168260161195832,-6.3092248415578425,84.1907852773331058
4736000,-12.3842433189770276,-6.6958676261388774,-7.8523276234906447
4800000,-0.3999865496255275,-15.2959748665875637,-1.1591549443338423
4864000,69.8199611741023318,71.5711877068123954,70.9574927916703899
4928000,-17.9915729233147346,73.3941665507250320,77.0537444270433696
4992000,-11.2430924737298454,74.8698665519019642,81.2746268968932242
5056000,-13.7026818560613108,-12.6631137274601357,74.4386741672336569
5120000,-10.5138319233882669,69.2543128999143960,71.7976025325672538
5184000,75.8038346584295795,-18.4673188101627304,75.7745118956329407
5248000,69.9592732167863147,69.1044986724360513,-12.4982431561304139
5312000,66.6805738256057623,-21.1472803023515183,72.7778540211112102
5376000,-11.7235014934333961,-23.5349574908856809,64.3690791208082373
5440000,-18.2607596513059391,-16.6644368605858091,75.5818587992565369
5504000,63.3351144871164635,-6.9105289354909374,-4.4672505855868891
5568000,-13.3168844915707112,-14.7408274059900393,-15.1416214173859558
5632000,62.7467168244045084,62.2917709988383734,64.8926038149187718
5696000,74.2064199811698018,76.9229811644784292,-17.2513570188055212
5760000,80.8266352101869074,-14.4451630165299321,66.0727736744739360
5824000,-9.6623779729035277,65.7698059285942520,65.7801822096159583
5888000,-15.2642706636091461,-12.2378674575710136,-10.4413973611613429
5952000,74.6707459088998320,-19.7554801403474016,66.9592977656814980
6016000,61.2520399377765372,-11.8408924674993656,-8.9151690293511123
6080000,69.2029614775748456,65.8780201997342232,-15.9438377450324040
6144000,60.1649095429085818,62.6957602797183071,61.3166268861177244
6208000,-18.6349972211415533,-19.6727886167423804,68.8181076055784899
6272000,-14.8570141736157311,68.0456421353973724,66.8604919763402279
6336000,-15.9777835221071172,71.4899086122535863,-24.0479277005190184
6400000,-17.2726198904835613,-18.8837344153160842,-17.9782606616861997
6464000,-7.5635910898791359,-7.5696830512421798,54.1951353720422162
6528000,67.0939612175629350,70.1224051692491344,-19.9481415408873843
6592000,68.4906703630559264,66.6048936603464909,69.5402991401477379
6656000,-21.4175728361277180,69.8531610450133940,66.4555758388613924
6720000,71.3801122998227981,66.8431708213230849,-18.7213560513163273
6784000,-16.4022883535433692,-22.9636636648892107,65.2090829564638739
6848000,77.5867147208884944,-13.4484774051320670,-21.3649275775464957
6912000,-14.9863880926520352,79.1207470124824681,-23.3501072486065340
6976000,-9.0689712425682174,72.9085906779812660,73.7870169057727878
7040000,64.2970847264474799,66.8859812758292804,-6.5378915948996692
7104000,71.9151792586667824,71.4964316178460422,75.1899262839948932
7168000,0.8053688524947802,-1.2942798198200904,67.0134074832803606
7232000,75.3019062166972049,-9.9934284156031552,74.0581146082670330
7296000,-8.2893578620855237,77.4822093810667099,-6.2040115445328752
7360000,73.7384876897646393,-16.7079657928790724,80.4722719589618549
7424000,66.7606029799445650,-3.8089046210810977,67.8665273362499590
7488000,-13.0482475339544592,82.4498341837505961,-16.0185772479108124
7552000,-6.3063725217143869,-3.1566805221159910,73.6646623952754851
7616000,-10.2924031570053458,71.3568034223572170,-10.4920146398637684
7680000,68.4474981798124844,67.5952762515242398,-5.1703409703210781
7744000,74.8140853419561438,75.0008720183092521,74.7851402981663398
7808000,73.4846676073736234,70.3283864218959138,-3.7026212146150215
7872000,-5.8076288651207761,77.0090016715071499,-7.6661169625783501
7936000,-12.0099619911445217,80.3319568207166412,-4.5449184928784305
8000000,69.5002835407780282,73.8521085591049484,-5.1145528469100370
8064000,72.5601497367125745,69.0144548379167588,-16.6311601033775389
8128000,77.7588274556293300,-7.1593445120291292,-7.2149484068631438
8192000,-2.6789189434243212,-6.6334164718603290,87.0162665619115785
8256000,77.0292605574289553,10.8861313822160142,76.7254456162655032
8320000,-1.3260444198229209,-2.0242417458122475,85.0197846943292888
8384000,80.6986924382457147,-0.2404745770048535,81.1592182406245115
8448000,6.9181127087148440,4.0183476321756189,82.6824134897634906
8512000,12.9314255019660962,14.7655578175464228,80.7118654604370960
8576000,77.9018030908043073,79.7236936724043801,11.9544925651599314
8640000,92.7960203831719070,94.6453640211095433,10.3172689866757636
8704000,82.5201635161388936,18.7379261864967290,85.7420985616411997
8768000,10.3477586328677091,87.7314647702428942,95.6683548151670777
8832000,84.9011603348288020,84.8959520267542018,12.9080517815093927
8896000,10.3506222220699016,90.6086251655047192,88.5465105103642998
8960000,9.8343145083293351,9.2338690525463605,93.7156535690104704
9024000,94.8718324513264122,2.6174392357291225,88.8909341317604742
9088000,96.4186987976640495,93.4750046292481898,101.0775119145252745
9152000,12.2499511733588093,14.0516680831245253,12.9954725777282931
9216000,11.3811438666050933,8.8458027827378061,14.2756467566564851
9280000,16.6864876514165914,92.4313221952565556,92.4663745892095363
9344000,14.3753139064925790,14.6020703437577737,93.7094818069617759
9408000,99.3176219704355958,99.7054677040308661,99.1705735777343875
9472000,92.2582305942050169,92.3209483299501414,92.4699109442320122
9536000,15.3860056332916102,88.7798872658197524,15.5843491301710060
9600000,96.1493643992268119,13.5866174864312299,96.0663587835117880
9664000,93.8953735901011157,19.6606212142403223,95.8783129538547598
9728000,92.9716283489451882,90.3491101978501803,93.5311602134500362
9792000,91.1700316737751564,88.5085546323287247,90.1056270603272935
9856000,12.2009584563503495,-0.9583891674914469,88.2307126622362716
9920000,10.1206010905816512,91.5331009616404003,9.3015312207282150
9984000,-0.3240688583733515,15.5102086195746267,103.2013740248109457
10048000,11.0328824047108469,99.6940064089666862,93.5255155159633489
10112000,-4859.8157125246762007,-4858.4672560218205035,-4941.6675594397383975
10176000,-4581.3480350427171288,-4579.1177527054987877,-4577.3528623921411054
10240000,-3856.9122474839282404,-3949.3061523077985839,-3951.5907263995886751
10304000,-3644.7860963173866367,-3644.1972713518616729,-3644.3505997439019666
10368000,-3292.7936102151074920,-3294.3228430055678473,-3285.9729703094963043
10432000,-2687.9318596314542447,-2601.3724970035927981,-2602.7917009703564872
10496000,-2172.4473483363153719,-2097.5526080927606927,-2175.6839937234831268
10560000,-1907.5090848470752007,-1842.0532813930192333,-1906.1883310998405250
10624000,-1680.2770799067036478,-1676.2240318445283265,-1592.2443319102205805
10688000,-1287.9471504183970865,-1286.2147301145021174,-1204.0422090974998355
10752000,-1071.5065907781847727,-1070.8074518413770875,-1064.7086208927078133
10816000,-1088.5795666918045299,-993.6813959447090383,-1089.7967038308825067
10880000,-818.2938669333819917,-908.3669321867325834,-901.9818137258148454
