Step,cleanup_cbamsvo - SW_ep_rew_total,cleanup_cbamsvo - SW_ep_rew_total__MIN,cleanup_cbamsvo - SW_ep_rew_total__MAX
64000,-4948.0155043710710743,-4936.2171360537722649,-4936.4703103842784913
128000,-4579.5179864503916178,-4574.8420409840909997,-4658.2693661937819343
192000,-3861.3490943135175257,-3859.3048303789896636,-3868.8437574241766015
256000,-3726.0810489276368571,-3641.4097659260205546,-3726.7309993756248332
320000,-3389.3195988670959196,-3309.9672443115455280,-3384.3858121001244399
384000,-2702.2984592547836655,-2612.0074284581319262,-2702.4321157041085826
448000,-2181.9475905302047067,-2104.4578751302819910,-2098.9762349044849543
512000,-1842.1855594680901049,-1927.1516047281861574,-1843.0545456321817710
576000,-1698.9532955720703740,-1619.8867681512260788,-1620.6833582988576836
640000,-1208.2270685062262601,-1296.9802083713132106,-1206.5000716512458894
704000,-1063.9909237813035361,-1150.9674720675006938,-1152.4582208095057467
768000,-1002.8632852953891188,-1012.1781288208226215,-1006.5178988508421298
832000,-836.3204169013670253,-835.6675024772772531,-904.5884251373832967
896000,-745.0613707176624985,-664.7378246879377457,-660.7544555077782888
960000,-540.9073917834313079,-537.6294704445219850,-538.7046018944895422
1024000,-536.3477702640388998,-622.4886240693977015,-621.3820595400665070
1088000,-646.8875187511863487,-580.3152583075105895,-648.3556492726825127
1152000,-573.3314208901954316,-504.3396218828770543,-573.0399243534009202
1216000,-416.3000917956574085,-500.0384189469914418,-416.9456929175065625
1280000,-460.4020319557089920,-466.5986190704353476,-463.9122564444090244
1344000,-399.1253054552446997,-330.0132687050648883,-329.7588028185438134
1408000,-333.7861383115110812,-237.9915388722362763,-330.8367228167230678
1472000,-343.6275484703281222,-344.0142088315117803,-273.0754455084649521
1536000,-364.4613433713872155,-354.1416703232769692,-367.9001073834346585
1600000,-239.5088142493731027,-239.8662022631177706,-239.2852288102077978
1664000,-210.6412245461213786,-284.1640758266227635,-213.2541637858598733
1728000,-172.6008818609108744,-176.0598625177252075,-269.4476287499645082
