Step,harvest_original_cbam_svo - SW_ep_rew_total,harvest_original_cbam_svo - SW_ep_rew_total__MIN,harvest_original_cbam_svo - SW_ep_rew_total__MAX
64000,-4106.8600105476325552,-4100.7263764287918093,-4108.5896460133562869
128000,-3834.3360259527221388,-3831.4592005330150641,-3834.6859588139741390
192000,-3419.2495858399020108,-3393.4601783205703214,-3392.0737298695257778
256000,-2926.0388488502308064,-2945.9029667243135009,-2946.3412478255750102
320000,-2942.4923963409723910,-2960.0287051825707749,-2944.9222573535275842
384000,-2754.8558944086948941,-2747.1240322522330644,-2729.4186808467284209
448000,-2555.4737381715076481,-2571.8052747565989193,-2574.5941794008999750
512000,-2504.5813246484449337,-2481.8936581423554344,-2497.9608299926071595
576000,-2326.0600790076555313,-2326.7007979388877175,-2329.9048267470966493
640000,-2234.8234939088420106,-2246.2171966422015430,-2245.8238033376028397
704000,-2214.2031975267959751,-2220.4006498816302155,-2236.5704581236359445
768000,-1995.2975054001892659,-1990.9169036922673968,-1991.9031645904976813
832000,-1968.9258202312864796,-1966.5262467579186705,-1947.7910374560417495
896000,-1805.6394757611617479,-1799.7595949039523475,-1784.1630392261909037
960000,-1571.2494264297827158,-1581.5129603149860031,-1566.0143818507517608
1024000,-1555.8226121964200956,-1574.0544277827862061,-1569.0790005277572163
1088000,-1533.9840394411876332,-1515.4151921742839022,-1515.5817960819656491
1152000,-1481.5425851005902587,-1484.3450266486288456,-1487.2324890347852033
1216000,-1339.2542719499153918,-1339.4953097867216911,-1321.2050742658550462
1280000,-1279.5853223910603447,-1259.3403180460290969,-1274.7950239268045607
1344000,-1256.5291421746114793,-1257.1087132321461013,-1242.9467353388524771
1408000,-1166.2547710609999285,-1191.3832815440032391,-1183.0012726908378227
1472000,-1193.2623445556221213,-1195.3700114757698429,-1217.8067061008941891
1536000,-1146.2611698932680611,-1171.1970481064372507,-1147.4362678593108740
1600000,-1242.5246299643617931,-1223.7942339335136239,-1219.0060225445245123
1664000,-986.9215660093822180,-983.7900268214739299,-1009.3073234871111481
1728000,-792.0439469872769678,-809.7338289797413609,-790.5728276102430527
1792000,-827.5825287471118372,-826.8183747872185450,-823.4243441952803551
1856000,-760.5401111317592040,-745.2534564994131188,-759.8187998112433661
1920000,-734.5921870283498265,-752.1385715771177729,-731.4929367859321019
1984000,-629.0819708416195226,-635.8571613968861129,-628.0704687930971204
2048000,-588.7750661835391384,-587.7063124289525149,-589.2896518169462752
2112000,-533.0103990485148415,-531.6197928441097247,-533.0973546537152288
2176000,-456.0551283616361502,-457.3074279159216644,-470.1751265754007818
2240000,-377.1710841764277120,-386.7755913756256518,-361.2782275771543254
2304000,-249.0348848026469000,-231.9878366721528948,-228.6748410170221746
2368000,-137.1636698717821332,-161.3439537402755661,-161.1119042677494519
2432000,-132.1490432686548218,-112.9729706754276464,-114.4568238556469737
2496000,-131.3000354669851788,-113.0125540264849917,-137.6766036759389067
2560000,-102.8578036518927519,-96.8690886686929531,-104.7983580901061345
2624000,-86.2439515736630540,-88.8280918390366594,-64.9891477422371082
2688000,-113.3273540549916163,-113.4831798033320354,-105.1170811973178729
2752000,-115.4006036173019822,-110.1694239233902834,-130.6393231525615590
2816000,-92.4107042008008222,-98.4451625165031032,-98.5519493229245995
2880000,-132.7301199483667062,-106.0878345949073491,-109.0324742190202443
2944000,-89.1921168157288378,-88.1728280000148885,-90.3021329187672279
3008000,-248.9448044347093116,-253.5076509939476637,-230.8718529416936747
3072000,-231.5151476980373388,-232.5066026743265581,-227.8013579656626177
3136000,-45.8548014352264701,-50.2159827234579623,-48.0584666052778999
3200000,-79.9275307482191977,-86.1100891523137335,-83.2872670587078119
3264000,-65.3696472561256030,-48.0878898528473968,-42.1659435578473207
3328000,-65.7815211026136240,-80.9381997242678182,-59.4453094842541816
3392000,-26.7936447963691222,-23.2851319609142067,-43.6944098860901420
3456000,-29.2139798412477774,-58.6480634707507420,-31.2235431954554272
3520000,-31.4211928815606996,-28.5472494521328635,-53.8908350801922538
3584000,40.0089746120308476,16.7314368899644421,39.9990119009965781
3648000,-20.3842570580455700,-20.1589558587475892,-21.6267937786721411
3712000,-60.0230723149220537,-40.4224088877299721,-61.5175235849395534
3776000,9.2475281514302292,6.1707362323169441,-5.2146009953954975
3840000,-89.4331933066255402,-107.3478692398087304,-109.0867914904950169
3904000,11.1070085034347983,14.1660865617234606,12.3537291393109641
3968000,3.4673071952530776,-19.3864940809159378,-19.7156191377302434
4032000,30.2269483146589906,28.5175415100387859,21.7781787190339529
4096000,7.5164825138370830,9.7486631297918542,11.3829989181908431
4160000,77.0403278893449368,55.9728234837650547,75.1098388371479615
4224000,34.7399777347062653,11.7966795411356067,33.5440555618650009
4288000,12.2660663373102743,-4.0486086703768880,11.8894745917709130
4352000,32.9777977943412210,41.7126920801160068,38.1543177335720785
4416000,52.7110251880404235,44.9551758306525784,50.5688952877079316
4480000,16.7836314745596340,21.3215589746694789,17.7892778646318561
4544000,52.1737662920402272,53.7150004601803985,75.1311943841725878
4608000,123.7863883468769473,99.1634600921993012,102.5925817991438720
4672000,81.3405781433962289,76.7297855528643851,93.4509934299446030
4736000,89.0604166717470633,71.4618613222396561,74.1431401052562933
4800000,89.6586417033472856,66.1873050965545673,67.0839813449240694
4864000,71.4213391049075881,45.8884922694970783,45.1251019023219015
4928000,75.1553408163937888,52.8609691322288029,52.2934589747439134
4992000,79.1331652507850123,77.5779449945293749,98.6732371147645040
5056000,101.4767989968075170,122.4214502437141050,102.2785647960043462
5120000,86.1478362542465987,87.7989298501381370,102.3822704665935248
